reporting_org_ref,registry_id,org_type,org_name,abbreviation,usability_score,tracker_commit,tracker_spend,latest_txn_year,hq_country,CRS_codes,IATI_organisation_type,IATI_organisation_name,country
BE-BCE_KBO-0410057701,itm,Other,Institute of Tropical Medicine,, ,,,2021,BE,,Other Public Sector,Institute of Tropical Medicine,
GB-COH-07321996,integrity,Other,Integrity Research and Consultancy Ltd,, ,,,2020,GB,,Private Sector,Integrity Research and Consultancy Ltd,
XM-DAC-5-52,,,,,,,,,,,,,
NL-KVK-41197411,ibfd,Other,International Bureau of Fiscal Documentation (IBFD),, ,,,2019,NL,,"Academic, Training and Research",International Bureau of Fiscal Documentation (IBFD),
KE-KRA-P051097200R,icipe,Other,International Centre of Insect Physiology and Ecology (icipe),, ,,,#N/A,KE,,"Academic, Training and Research",International Centre of Insect Physiology and Ecology (icipe),
XI-IATI-IKI,bmu_iki,Other,International Climate Initiative / BMU - IKI Secretariat,, ,,,2021,DE,,Government,International Climate Initiative / BMU - IKI Secretariat,
GB-SC-035056,ipcrg,Other,International Primary Care Respiratory Group,, ,,,2021,GB,,"Academic, Training and Research",International Primary Care Respiratory Group,
NL-KVK-32037590,ipa,Other,International Procurement Agency,, ,,,2016,NL,,Private Sector,International Procurement Agency,
XM-DAC-30011,iucn,Other,International Union for Conservation of Nature and Natural Resources,, ,,,2018,CH,,Other Public Sector,International Union for Conservation of Nature and Natural Resources,
GB-COH-03613839,iodparc,Other,IOD PARC,, ,,,2021,GB,,Private Sector,IOD PARC,
IN-MCA-U74140DL1998PLC097579,ipeglobal,Other,IPE Global Limited,, ,,,2021,IN,,Private Sector,IPE Global Limited,
JE-FSC-NPO_1108,ipe,Other,Irrawaddy Policy Exchange,, ,,,2021,GB,,"Academic, Training and Research",Irrawaddy Policy Exchange,
GB-COH-1869600,itad,Other,Itad,, ,,,2021,GB,,Private Sector,Itad,
US-EIN-52-0595110,gi-jhu,Other,Johns Hopkins University,, ,,,2020,US,,"Academic, Training and Research",Johns Hopkins University,
NL-KVK-08215619-201210000,kad,Other,Kadaster International,, ,,,2018,NL,,Government,Kadaster International,
NP-CRO-1158-065-066,kmc,Other,Kathmandu Medical College Public Limited,, ,,,#N/A,NP,,"Academic, Training and Research",Kathmandu Medical College Public Limited,
KE-KRA-P051155108P,knchr,Other,Kenya National Commission on Human Rights,, ,,,#N/A,KE,,Government,Kenya National Commission on Human Rights,
KE-RCO-105217,kepsa,Other,Kenya Private Sector Alliance,, ,,,2020,KE,,Private Sector,Kenya Private Sector Alliance,
GB-COH-RC000297,kingscollegelondon,Other,King's College London,, ,,,2021,GB,,"Academic, Training and Research",King's College London,
NL-KVK-30276595,knmi,Other,Koninklijk Nederlands Meteorologisch Instituut,, ,,,#N/A,NL,,Government,Koninklijk Nederlands Meteorologisch Instituut,
TZ-BRLA-36057,kpmgea,Other,KPMG East Africa,, ,,,2021,KE,,Private Sector,KPMG East Africa,
GB-COH-OC301540,kpmgllp,Other,KPMG LLP,, ,,,2021,GB,,Private Sector,KPMG LLP,
XI-GRID-grid.9829.a,knust,Other,Kwame Nkrumah University of Science and Technology,, ,,,2019,GH,,"Academic, Training and Research",Kwame Nkrumah University of Science and Technology,
UA-EDR-37199602,kse,Other,Kyiv School of Economics and Management,, ,,,#N/A,UA,,"Academic, Training and Research",Kyiv School of Economics and Management,
AU-ABN-42097054165,lei,Other,Land Equity International,, ,,,#N/A,AU,,Private Sector,Land Equity International,
GE-RS-406061513,,,,,,,,,,,,,
GB-COH-1574821,landell-mills,Other,Landell Mills,, ,,,2020,GB,,Private Sector,Landell Mills,
NL-KVK-30157019,larive,Other,Larive International,, ,,,#N/A,NL,,Private Sector,Larive International,
JO-CCD-200104681,sqf,Other,Leaders of Tomorrow,, ,,,2020,JO,,Private Sector,Leaders of Tomorrow,
BD-ROC-C-107131,lcp,Other,Light Castle Partners,, ,,,2021,BD,,Private Sector,Light Castle Partners,
GB-CHC-222655,lstm,Other,Liverpool School of Tropical Medicine,, ,,,2021,GB,,"Academic, Training and Research",Liverpool School of Tropical Medicine,
KE-KRA-P051542095J,liwa-admin,Other,LIWA programme trust,, ,,,2019,KE,,"Academic, Training and Research",LIWA programme trust,
GB-COH-RC000721,lbs,Other,London Business School,, ,,,2021,GB,,"Academic, Training and Research",London Business School,
GB-EDU-133903,lshtm,Other,London School of Hygiene and Tropical Medicine,, ,,,2021,GB,,"Academic, Training and Research",London School of Hygiene and Tropical Medicine,
GB-HESA-10004113,lboro,Other,Loughborough University,, ,,,2021,GB,,"Academic, Training and Research",Loughborough University,
GB-COH-SC100833,lts,Other,LTS International Limited,, ,,,2021,GB,,Private Sector,LTS International Limited,
XI-GRID-grid.11194.3c,maksph,Other,Makerere University School of Public Health,, ,,,#N/A,UG,,"Academic, Training and Research",Makerere University School of Public Health,
UG-RSB-229709,mangotree,Other,Mango Tree Property Management LTD,, ,,,2021,UG,,Private Sector,Mango Tree Property Management LTD,
GB-COH-04105827,manniondaniels,Other,MannionDaniels,, ,,,2021,GB,,Private Sector,MannionDaniels,
GB-COH-00637978,mstamp,Other,Maxwell Stamp PLC,, ,,,2015,GB,,Private Sector,Maxwell Stamp PLC,
GB-COH-FC012665,mck,Other,McKinsey & Company,, ,,,2017,,,Private Sector,McKinsey & Company,
GB-COH-11594545,mdp,Other,McKinsey Development Partners,, ,,,#N/A,GB,,Private Sector,McKinsey Development Partners,
GB-COH-07840888,medafrica,Other,MedicineAfrica Ltd.,, ,,,2021,GB,,"Academic, Training and Research",MedicineAfrica Ltd.,
BE-BCE_KBO-0435563751,memisa,Other,Memisa,, ,,,2021,BE,,"Academic, Training and Research",Memisa,
IN-ITA-1886,mia_india,Other,Micro Insurance Academy,, ,,,2015,IN,,"Academic, Training and Research",Micro Insurance Academy,
XM-DAC-236,mefbenin,Other,Minist̬re de l'Economie et des Finances du B̩nin,, ,,,2021,BJ,,Government,Minist̬re de l'Economie et des Finances du B̩nin,
GB-COH-OC350651,montrose_llp,Other,Montrose International LLP,, ,,,2020,,,"Academic, Training and Research",Montrose International LLP,
GB-COH-1110949,mml,Other,Mott MacDonald Limited,, ,,,2021,GB,,Private Sector,Mott MacDonald Limited,
IL-RA-580166452,mmr_admin2,Other,Musalaha Ministry of Reconciliation,, ,,,2019,IL,,"Academic, Training and Research",Musalaha Ministry of Reconciliation,
NL-KVK-30195730,mvo_nederland,Other,MVO Nederland,, ,,,2021,NL,,Other Public Sector,MVO Nederland,
XI-GRID-grid.442465.5,m_u,Other,Mzumbe University,, ,,,2021,TZ,,"Academic, Training and Research",Mzumbe University,
GB-COH-02768268,nathan,Other,Nathan Associates London Ltd.,, ,,,2021,GB,,Private Sector,Nathan Associates London Ltd.,
MW-RG-1011251,walaltd,Other,Wala Ltd,, ,,,2020,MW,,Private Sector,Wala Ltd,
GB-COH-00986729,nri,Other,"Natural Resources Institute, University of Greenwich.",, ,,,2018,GB,,"Academic, Training and Research","Natural Resources Institute, University of Greenwich.",
NL-KVK-27367015,nwo,Other,Netherlands Organisation for Scientific Research (NWO),, ,,,2019,NL,,Government,Netherlands Organisation for Scientific Research (NWO),
NG-CAC-11660,,,,,,,,,,,,,
XI-IATI-NSO,nso,Other,Netherlands Space Office,, ,,,2021,NL,,"Academic, Training and Research",Netherlands Space Office,
US-EIN-13-5562308,nyu,Other,New York University,, ,,,#N/A,US,,"Academic, Training and Research",New York University,
DK-CVR-37295728,niras,Other,NIRAS A/S,, ,,,#N/A,DK,,Private Sector,NIRAS A/S,
GB-GOR-OT1175,nico,Other,Northern Ireland Cooperation Overseas Ltd,, ,,,#N/A,GB,,Other Public Sector,Northern Ireland Cooperation Overseas Ltd,
NL-KVK-41150085,nuffic20171017,Other,Nuffic,, ,,,2021,NL,,"Academic, Training and Research",Nuffic,
GB-COH-07157505,odi_sales_ltd,Other,ODI Sales Limited,, ,,,2019,GB,,"Academic, Training and Research",ODI Sales Limited,
KE-RCO-CPR-2010-28036,oca,Other,Open Capital Advisors,, ,,,2021,KE,,Private Sector,Open Capital Advisors,
IM-CR-024714B,openmindedly,Other,openmindedly,, ,,,2015,IM,,Private Sector,openmindedly,
GH-RGD-99389,oisl_gh,Other,Opportunity International Savings and Loans Ltd,, ,,,2019,GH,,Private Sector,Opportunity International Savings and Loans Ltd,
GB-COH-2695347,options,Other,Options Consultancy Services,, ,,,2021,GB,,Private Sector,Options Consultancy Services,
GB-CHC-228248,odi,Other,Overseas Development Institute,, ,,,2021,GB,,"Academic, Training and Research",Overseas Development Institute,
GB-COH-03122495,opml,Other,Oxford Policy Management,, ,,,2021,GB,,Private Sector,Oxford Policy Management,
NL-KVK-30114696,palladium_eur,Other,Palladium Europe,, ,,,2021,NL,,Private Sector,Palladium Europe,
GB-COH-2394229,palladium,Other,Palladium International Ltd (UK),, ,,,2021,GB,,Private Sector,Palladium International Ltd (UK),
KE-RCO-CPR/2011/63463,pasgr,Other,Partnership for African Social & Governance Research (PASGR),, ,,,2021,KE,,"Academic, Training and Research",Partnership for African Social & Governance Research (PASGR),
GB-COH-10333897,pegasys-eu,Other,Pegasys Limited,, ,,,2021,GB,,Private Sector,Pegasys Limited,
GB-COH-08212556,posneg,Other,PositiveNegatives,, ,,,2018,GB,,Other Public Sector,PositiveNegatives,
GB-COH-7207947,pri_icf,Other,PRI Association,, ,,,2019,GB,,"Academic, Training and Research",PRI Association,
IN-MCA-U74140WB1983PTC036093,pwcplindia,Other,PricewaterhouseCoopers Private Limited India,, ,,,2021,IN,,Private Sector,PricewaterhouseCoopers Private Limited India,
NL-KVK-74064800,p-t-f-,Other,Programming Their Future,, ,,,2021,NL,,"Academic, Training and Research",Programming Their Future,
GB-COH-03580586,pwc,Other,PwC,, ,,,2021,GB,,Private Sector,PwC,
NL-KVK-30114598,rabo_partnerships,Other,Rabo Partnerships,, ,,,#N/A,NL,,Private Sector,Rabo Partnerships,
NL-KVK-09181221,resilience,Other,Resilience,, ,,,2018,NL,,"Academic, Training and Research",Resilience,
GB-CHC-213280,rcog_resilience_in_obstetric_skills,Other,Royal College of Obstetricians & Gynaecologists,, ,,,2018,GB,,"Academic, Training and Research",Royal College of Obstetricians & Gynaecologists,
GB-CHC-208223,riia,Other,Royal Institute of International Affairs,, ,,,2020,GB,,"Academic, Training and Research",Royal Institute of International Affairs,
NL-KVK-40478591,knvb,Other,Royal Netherlands Football Association,, ,,,2018,NL,,Other Public Sector,Royal Netherlands Football Association,
HK-CR-2091642,seefar,Other,Seefar,, ,,,2019,HK,,Private Sector,Seefar,
PK-SEC-0105957,sehatkahanicih,Other,Sehat Kahani (Community Innovation Hub),, ,,,2019,PK,,Private Sector,Sehat Kahani (Community Innovation Hub),
BE-BCE_KBO-0431955945,shc,Other,Sensorial Handicap Cooperation,, ,,,2021,BE,,"Academic, Training and Research",Sensorial Handicap Cooperation,
MU-CR-C134274,shortlistogti,Other,Shortlist Professionals Limited,, ,,,2021,MU,,Private Sector,Shortlist Professionals Limited,
GB-COH-NI630024,siren,Other,Siren Associates,, ,,,#N/A,GB,,Private Sector,Siren Associates,
XM-DAC-30009,sas_sana,Other,Small Arms Survey,, ,,,2020,CH,,"Academic, Training and Research",Small Arms Survey,
NL-KVK-27363950,ser,Other,Sociaal-Economische Raad,, ,,,2020,NL,,Other Public Sector,Sociaal-Economische Raad,
GB-COH-03846881,sddirect,Other,Social Development Direct Limited,, ,,,2021,GB,,Private Sector,Social Development Direct Limited,
XM-OCHA-FTS18563,sfd-yemen,Other,"Social Fund for Development, Yemen",, ,,,2020,YE,,Other Public Sector,"Social Fund for Development, Yemen",
BJ-IFU-3200700033415,soneb-benin,Other,Soci̩t̩ Nationale des eaux du B̩nin (SONEB),, ,,,#N/A,BJ,,Other Public Sector,Soci̩t̩ Nationale des eaux du B̩nin (SONEB),
UG-RSB-80010003259159/105066,solarnowsofa,Other,SolarNow Services (U) Ltd,, ,,,2018,UG,,Private Sector,SolarNow Services (U) Ltd,
BE-BCE_KBO-0410757386,solidagro_admin,Other,Solidagro,, ,,,2020,BE,,"Academic, Training and Research",Solidagro,
NP-SWC-37725,sawdf-admin,Other,South Asian Women Development Forum,, ,,,#N/A,,,"Academic, Training and Research",South Asian Women Development Forum,
GB-CHC-1173320,swidn,Other,South West International Development Network,, ,,,2021,GB,,"Academic, Training and Research",South West International Development Network,
JO-CCD-45293,sowt,Other,Sowt podcasting and training L.L.C,, ,,,2021,JO,,Private Sector,Sowt podcasting and training L.L.C,
NL-KVK-815165924,stc-international,Other,STC International,, ,,,2019,NL,,"Academic, Training and Research",STC International,
ZA-CIT-9415005603,su-impala,Other,Stellenbosch University,, ,,,2021,ZA,,"Academic, Training and Research",Stellenbosch University,
NL-KVK-41152832,clingendael,Other,Stichting Nederlands Instituut voor Internationale Betrekkingen 'Clingendael',, ,,,2019,NL,,"Academic, Training and Research",Stichting Nederlands Instituut voor Internationale Betrekkingen 'Clingendael',
NL-KVK-41223308,somo,Other,Stichting Onderzoek Multinationale Ondernemingen (SOMO),, ,,,2021,NL,,"Academic, Training and Research",Stichting Onderzoek Multinationale Ondernemingen (SOMO),
NL-KVK-53815211,acwfs_vu,Other,Stichting VU Amsterdam - Amsterdam Centre for World Food Studies,, ,,,#N/A,NL,,"Academic, Training and Research",Stichting VU Amsterdam - Amsterdam Centre for World Food Studies,
BE-BCE_KBO-0479866027,sg,Other,Studio Globo,, ,,,2021,BE,,"Academic, Training and Research",Studio Globo,
NL-KVK-72908114,agri3_fund,Other,The AGRI3 Fund,, ,,,2020,NL,,Public Private Partnership,The AGRI3 Fund,
XI-IATI-1001,tccec,Other,The Coca-Cola Export Corporation,, ,,,2014,US,,Private Sector,The Coca-Cola Export Corporation,
CH-FDJP-CHE296622304,gi-toc,Other,The Global Initiative Against Transnational Organized Crime,, ,,,2020,CH,,Other Public Sector,The Global Initiative Against Transnational Organized Crime,
GB-COH-07964746,,,,,,,,,,,,,
PS-MOI-QR-1420-C,,,,,,,,,,,,,
NL-KVK-27293917,tha,Other,The Hague Academy for Local Governance,, ,,,2021,NL,,"Academic, Training and Research",The Hague Academy for Local Governance,
GB-COH-06581421,isdglobal,Other,The Institute for Strategic Dialogue,, ,,,2020,GB,,"Academic, Training and Research",The Institute for Strategic Dialogue,
GB-CHC-206504,iiss,Other,The International Institute for Strategic Studies,, ,,,2020,GB,,"Academic, Training and Research",The International Institute for Strategic Studies,
XI-BRIDGE-1812689272,mailman_school_of_public_health,Other,The Mailman School of Public Health,, ,,,2019,US,,"Academic, Training and Research",The Mailman School of Public Health,
GB-CHC-000391,open_university,Other,The Open University,, ,,,2021,GB,,"Academic, Training and Research",The Open University,
US-EIN-13-1687001,populationcouncil,Other,"The Population Council, Inc.",, ,,,2021,US,,"Academic, Training and Research","The Population Council, Inc.",
GB-CHC-1137523,pi-uk,Other,The Proforest Initiative UK,, ,,,2021,GB,,"Academic, Training and Research",The Proforest Initiative UK,
XI-GRID-grid.442459.a,udom,Other,"The University of Dodoma (UDOM), Tanzania",, ,,,2021,TZ,,"Academic, Training and Research","The University of Dodoma (UDOM), Tanzania",
GB-COH-RC000797,uom,Other,The University of Manchester,, ,,,2021,GB,,"Academic, Training and Research",The University of Manchester,
GB-UKPRN-10007774,oxford,Other,The University of Oxford,, ,,,2021,GB,,"Academic, Training and Research",The University of Oxford,
XI-GRID-grid.11835.3e,tuos,Other,The University of Sheffield,, ,,,2021,GB,,"Academic, Training and Research",The University of Sheffield,
GB-UKPRN-10007164,uwe,Other,"The University of the West of England, Bristol",, ,,,#N/A,GB,,"Academic, Training and Research","The University of the West of England, Bristol",
GB-COH-02515034,ttf,Other,Timber Trade Federation Ltd.,, ,,,#N/A,GB,,Private Sector,Timber Trade Federation Ltd.,
GB-CHC-1076722,traffic,Other,TRAFFIC International,, ,,,2021,GB,,"Academic, Training and Research",TRAFFIC International,
GB-COH-03788027,tripleline_crownagents,Other,Triple Line,, ,,,2013,GB,,Private Sector,Triple Line,
NL-KVK-31047672,twynstragudde,Other,Twynstra Gudde,, ,,,#N/A,NL,,Private Sector,Twynstra Gudde,
GH-DSW-4711 ,,,,,,,,,,,,,
IN-MCA-IN-MCA-AAE-8458,,,,,,,,,,,,,
KE-KRA-p051542095j,,,,,,,,,,,,,
KE-KROS-270901,,,,,,,,,,,,,
KE-NCB-9381,,,,,,,,,,,,,
KE-NCB-KE-NCB-KENCBOP218051200802235390,,,,,,,,,,,,,
KE-NCB-OP.218/051/2008/095/5572,,,,,,,,,,,,,
NL-KVK-813612809,,,,,,,,,,,,,
KE-NCB-OP.218/051/2009/0496/G065,,,,,,,,,,,,,
KE-NCB-OP.218/051/9263/33,,,,,,,,,,,,,
KE-NCB-OP-218-051-9341-334,,,,,,,,,,,,,
UG-RSB-80010000253134/25060,umu,Other,Uganda Martyrs University,, ,,,2021,UG,,"Academic, Training and Research",Uganda Martyrs University,
GB-COH-08567552,ungc-uk,Other,UN Global Compact Local Network UK,, ,,,2021,GB,,Multilateral,UN Global Compact Local Network UK,
KE-NCB-WD/CBO/5/4/2010/192,,,,,,,,,,,,,
NL-KVK-40407706,uvw,Other,Unie van Waterschappen,, ,,,2021,NL,,Other Public Sector,Unie van Waterschappen,
KR-GOV-021,,,,,,,,,,,,,
MW-CNM-21,,,,,,,,,,,,,
BE-BCE_KBO-0451461655,uvcw,Other,Union des Villes et Communes de Wallonie (UVCW),, ,,,2021,BE,,Other Public Sector,Union des Villes et Communes de Wallonie (UVCW),
XM-DAC-41149,undco,Other,United Nations Development Coordination Office,, ,,,2019,US,,Other Public Sector,United Nations Development Coordination Office,
MZ-MOJ-100094525,,,,,,,,,,,,,
NL-KVK-34200988,,,,,,,,,,,,,
XI-GRID-grid.7247.6,uand_2020,Other,Universidad de los Andes,, ,,,#N/A,CO,,"Academic, Training and Research",Universidad de los Andes,
NL-KVK-41177601,,,,,,,,,,,,,
RW-MINAFFET-0766/09.06/32/16,,,,,,,,,,,,,
RW-RGB-002RGB17,,,,,,,,,,,,,
sacu,,,,,,,,,,,,,
SL-NRA-1001562-8 ,,,,,,,,,,,,,
SS-RRC-SS-RRC-004,,,,,,,,,,,,,
TZ-BRLA-63966,,,,,,,,,,,,,
TZ-TRA-102-316-134,,,,,,,,,,,,,
TZ-TRA-121-406-209,,,,,,,,,,,,,
UG-NGB-3329,,,,,,,,,,,,,
US-AGO-941191246,,,,,,,,,,,,,
US-EIN-03-041973,,,,,,,,,,,,,
US-EIN-131-804-349,,,,,,,,,,,,,
US-EIN-20-3908371,,,,,,,,,,,,,
US-EIN-273166994,,,,,,,,,,,,,
US-EIN-27-49-33181,,,,,,,,,,,,,
US-EIN-382846307,,,,,,,,,,,,,
